gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
LINC01894,14.375213407608399,-1.860090617784426,0.1235673504622055,-15.053253232562886,3.286661882523507e-51,7.288419684571105e-50,True
FGF2,1084.0852486264066,-2.2023070473025164,0.14637137104080392,-15.046023219175694,3.6662075762061175e-51,8.117684740581307e-50,True
GRIA4,214.89089496815944,-3.043424132945972,0.20234150120872282,-15.041027741543571,3.9536395560399253e-51,8.749663625519776e-50,True
SEL1L2,12.601622373622792,-3.0708186261631045,0.20435023767897412,-15.02723295574158,4.869244485607761e-51,1.07431871111501e-49,True
SV2B,211.51833378889967,-1.8219742268697539,0.12124637972926894,-15.027040237721245,4.883428341326032e-51,1.0769023258675963e-49,True
RNF157,295.31140420472,-1.7316438586283092,0.11523635536079506,-15.026888460735174,4.8946279271422525e-51,1.0788255609945792e-49,True
ESCO2,290.05599151465594,1.5757197557791935,0.10487863563450694,15.024220578826386,5.0957185364614267e-51,1.1225795729286556e-49,True
AC091691.3,2.0212554121923207,-4.414350685306967,0.29383130496101634,-15.023418576494548,5.1577618842015646e-51,1.1356729012705022e-49,True
LINC01902,2.98761679488169,-2.4771453662277,0.1648921941536152,-15.022817659397306,5.20474153200975e-51,1.145437834327181e-49,True
SYT9,726.1640827319487,2.486205175952737,0.16553328099668174,15.019367470898949,5.482840693221388e-51,1.2060310167590717e-49,True
TPSP2,135.09582838690272,2.8411567245197498,0.1892390425201787,15.013586449618582,5.982362468262788e-51,1.3139163501813693e-49,True
AC243562.1,4.7861642890024765,-1.7138073614896083,0.11421245852031368,-15.00543271454745,6.764833404012239e-51,1.483526261511621e-49,True
ALK,26.198042183947866,-2.0603892381845683,0.13731219815708412,-15.00514350391142,6.794384284466624e-51,1.4877582610015927e-49,True
NYAP1,42.177549394562696,-1.7651119229180259,0.11763539734553492,-15.004938672781421,6.815391171858625e-51,1.4916078084574047e-49,True
CSF3,34.12720424556079,-3.9521367916455072,0.26367597442725516,-14.988611686105106,8.715602738170567e-51,1.9017488861919948e-49,True
AL353751.1,3.1703432753618594,-2.2552444433508243,0.15046814435633832,-14.988185392982315,8.771716248297573e-51,1.9130339679591264e-49,True
AGAP11,7.980568971597938,-2.317785360451517,0.15465977196213945,-14.986349268760774,9.017547597227209e-51,1.964679001275764e-49,True
ABI3BP,2508.575654315117,-1.8174663030417157,0.12127903762901585,-14.985823919556644,9.089138153567892e-51,1.9792860078187287e-49,True
SLC47A1P2,4.191693146612576,-1.959412157053745,0.13076462983334952,-14.984267225402467,9.304612098759012e-51,2.024183254728029e-49,True
AC017104.5,5.435619038765849,-2.7460875187534355,0.18337791542183374,-14.975017642863197,1.0693945422483625e-50,2.3229448013280174e-49,True
