gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
MT-CO1,669130.1565725823,-0.29727167299370805,0.13089720970984817,-2.27103139671695,0.023145077374483975,0.03337218147614104,False
MT-ND4,640100.795300369,-0.46976262527257706,0.14585662128737453,-3.220715118218909,0.0012787118674640967,0.0022029012329817213,False
MT-RNR2,538851.3526120844,-0.09800820516442724,0.1517506381765098,-0.645850365719242,0.518376266423951,0.5744062370073212,False
COL1A1,289976.0896252904,0.9930435531077284,0.2271214107053651,4.372302681740391,1.229429160098998e-05,2.639896533393953e-05,False
MT-CO3,376969.0297842547,-0.269787526390637,0.12854144804912995,-2.0988368381187157,0.03583128625438487,0.05019269816850006,False
EEF1A1,330772.0051014634,-0.5310590211948969,0.06879717658371144,-7.7191979026742725,1.1706402380217606e-14,5.2233986215932154e-14,False
COL1A2,227412.42736284633,0.8211607835295132,0.19300127640059286,4.254690947354744,2.0933795137911532e-05,4.3824302200515486e-05,False
FN1,207141.16987022577,1.9327688601635822,0.22281892345478146,8.674168379400752,4.1658354310766035e-18,2.365108031851782e-17,True
ACTB,277020.6605053264,0.6639159439705158,0.0768785109858793,8.635910548429598,5.826108875511432e-18,3.2737136459887236e-17,False
COL3A1,220487.0494096948,0.6299147322835205,0.20228316063765991,3.1140245698051774,0.001845541206921974,0.0031117323277031657,False
MT-CO2,297677.727407101,-0.1369882424173404,0.142426081225778,-0.9618199225757158,0.33614006867479185,0.39086245293708627,False
MT-CYB,336515.5683609423,-0.7569311343324174,0.14034805081526577,-5.393242940927865,6.919729387113735e-08,1.8287190374106978e-07,False
ACTG1,175035.6294233521,0.6248278654405572,0.076590491830908,8.158034378732225,3.4052060644072985e-16,1.697208444805246e-15,False
MT-ND2,287868.76653815235,-0.6916739699489622,0.14997058187849976,-4.612064321450251,3.986895731940303e-06,9.003791275443702e-06,False
MT-ND1,279850.64314181363,-0.6981927305999925,0.14757324129190572,-4.731160774729747,2.232396226864149e-06,5.16785934816691e-06,False
SPARC,151058.96337796125,0.08446551220404024,0.1551358963663783,0.5444614314443472,0.5861239821249061,0.6388837613951134,False
MT-ATP6,194144.67662326654,-0.42602522265817105,0.14015410704052758,-3.0396913201764377,0.0023682073373078615,0.003938037720861624,False
