gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
LINC02043,12.877161485159299,1.6017188650787404,0.18496144621835314,8.659744491767533,4.728228765914492e-18,2.4450268229464486e-17,True
SERPINB10,7.059085954649775,2.702782727032326,0.31217434363863944,8.657927155477452,4.804203697864725e-18,2.4827694483368075e-17,True
AIPL1,3.4845137317196198,2.8275398936518243,0.32663079216319846,8.65668504468209,4.856822989127881e-18,2.509338413308424e-17,True
RPL23AP11,2.735653735102477,3.039500098323485,0.351130750495386,8.656319886638423,4.8724000323216754e-18,2.5167605835773946e-17,True
ERICH3,92.89397742591973,-2.2155462351173347,0.2560316382605068,-8.653408032577063,4.998392404205438e-18,2.5802361087679954e-17,True
PGA5,2.9854025176284367,-2.6355979869754527,0.30458759764983717,-8.653004939503194,5.016085275119329e-18,2.5890477413814675e-17,True
AL355877.1,1.9818427591861514,1.5114378350071322,0.17474698412978087,8.649292819180328,5.181954135906192e-18,2.6730005505512386e-17,True
KRTCAP2P1,2.36314283808413,1.8036156756433799,0.20860040545779443,8.646271188616174,5.320957509692133e-18,2.7429998080360808e-17,True
CLEC12A-AS1,4.888152136850324,1.9241232481240718,0.22254615753523627,8.645951336272434,5.335885303609061e-18,2.7503539804609416e-17,True
TEX37,2.208741356529024,3.024226175108204,0.34985588229765974,8.644205594734498,5.418092123266943e-18,2.7920343262029206e-17,True
MAG,14.584636335082285,-2.2962099216787055,0.2656476979649453,-8.64381637510637,5.4365901920199404e-18,2.800871946415729e-17,True
HIF3A,386.2202073565663,-1.8015932950037585,0.20843030779157276,-8.64362440420769,5.44573675208412e-18,2.8052363259248103e-17,True
SLC2A14,88.92993949252802,1.831522174822375,0.21192073602020126,8.642486852479532,5.50024856036464e-18,2.8326143738615616e-17,True
LINC01501,5.145857612719989,2.92779450699017,0.33882313794116503,8.641070160617446,5.5688904568191466e-18,2.867254008436624e-17,True
LINC02066,2.377551073246121,-2.463661254259004,0.28515699695513397,-8.639666150806853,5.6377519905640515e-18,2.9016300657492424e-17,True
AC084880.3,1.5670528776661956,-2.4280148608697836,0.28103573137676074,-8.639523696774164,5.6447856298482595e-18,2.90489030121619e-17,True
TMEM246-AS1,1.4293288367322992,-3.0381416186046732,0.3516604730016848,-8.639417426337015,5.650038351876762e-18,2.906873371972257e-17,True
DHRS9,148.71907589774102,-1.6162331364294742,0.18708353503849964,-8.63909876460733,5.665818067049839e-18,2.914630935816774e-17,True
