gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
MT-CO1,574473.2252261816,-0.5374199579642185,0.078521169922401,-6.844268348208858,7.686771266096431e-12,2.3645986067064835e-11,False
MT-ND4,475375.43336567405,-0.9110015371843491,0.08698340624794827,-10.473279634365174,1.14602332351346e-25,7.1543863376732265e-25,False
MT-RNR2,444618.163080028,-0.5247602004758007,0.09267014911335554,-5.6626670561833885,1.4903816253975914e-08,3.746508316633765e-08,False
COL1A1,428258.8215407041,1.0906777330840867,0.1297040005777415,8.408975268502688,4.13608306848322e-17,1.707460423785155e-16,False
MT-CO3,324247.31694728706,-0.5229053967658748,0.07943060017879486,-6.583173179968894,4.6051220911435425e-11,1.3527368679427993e-10,False
EEF1A1,315378.7843781327,-0.4397510409951886,0.048361104327619454,-9.093072772203898,9.62787671750656e-20,4.563389150826126e-19,False
COL1A2,322675.7716083048,0.9215494091249777,0.11997193193718396,7.681375087028617,1.5738990196268372e-14,5.6539796976643454e-14,False
FN1,260968.46115036536,1.476126327433761,0.13035231855575366,11.324127900359512,9.9665827974625e-30,7.514708788437189e-29,False
ACTB,256529.39787432738,0.09449995571662649,0.05298469067707462,1.7835332151427408,0.07449954609480801,0.09649236300744726,False
COL3A1,294165.6831697209,0.7129666752805188,0.12354710118297405,5.770808610269299,7.889203833209153e-09,2.0210251853870953e-08,False
MT-CO2,241837.303845057,-0.5720817920091449,0.08621237365845348,-6.635727190107935,3.229065867734275e-11,9.567343570783445e-11,False
MT-CYB,261707.96121708234,-0.931018209761971,0.08668266792598614,-10.74053478091975,6.566292010860265e-27,4.336223213270871e-26,False
ACTG1,197063.56090651863,0.4122328859281779,0.045442536495963956,9.071520159637018,1.1736793356799384e-19,5.531519525945487e-19,False
MT-ND2,211674.2885352035,-1.0265123642303986,0.09209896448150946,-11.14575359244663,7.510577584834751e-29,5.450930399927184e-28,False
MT-ND1,214610.17568254698,-0.938482239194696,0.09017088614628371,-10.407818746199318,2.2839476942493915e-25,1.4047836896997962e-24,False
SPARC,175378.3846911289,0.1946497373201703,0.09584511492883489,2.030878020905895,0.042267369891333215,0.05700317528736944,False
MT-ATP6,153001.43543443212,-0.7676718298632,0.08536984300620408,-8.992306918116402,2.4209455751134273e-19,1.1232069279974635e-18,False
